,paperId,url,title,citationCount,influentialCitationCount,year,term
295,4b7b10ffe383addfc134fb5b10000d085ffd9709,https://www.semanticscholar.org/paper/4b7b10ffe383addfc134fb5b10000d085ffd9709,SimCompass: Using Deep Learning Word Embeddings to Assess Cross-level Similarity,37,2,2014,"large ""language model"""
296,b794a0a06f0acec32b685c5705faccf1f134a109,https://www.semanticscholar.org/paper/b794a0a06f0acec32b685c5705faccf1f134a109,Deep Learning in the EEG Diagnosis of Alzheimer's Disease,39,2,2014,"large ""language model"""
297,2d19fe931e8ec3a7813425f2a2f823d2c6d48660,https://www.semanticscholar.org/paper/2d19fe931e8ec3a7813425f2a2f823d2c6d48660,Deep learning for posture analysis in fall detection,38,2,2014,"large ""language model"""
298,04f16203f1e66e8d2151dc359fd0405a0f482da7,https://www.semanticscholar.org/paper/04f16203f1e66e8d2151dc359fd0405a0f482da7,Mean-normalized stochastic gradient for large-scale deep learning,66,3,2014,"large ""language model"""
299,d29f32d52f27e5c949f8941603b977b1a7066e97,https://www.semanticscholar.org/paper/d29f32d52f27e5c949f8941603b977b1a7066e97,An Approach for Text Summarization using Deep Learning Algorithm,37,0,2014,"large ""language model"""
300,a4cec122a08216fe8a3bc19b22e78fbaea096256,https://www.semanticscholar.org/paper/a4cec122a08216fe8a3bc19b22e78fbaea096256,Deep Learning,61254,2853,2015,"large ""language model"""
301,f35de4f9b1a7c4d3fa96a0d2ab1bf8937671f6b6,https://www.semanticscholar.org/paper/f35de4f9b1a7c4d3fa96a0d2ab1bf8937671f6b6,Dropout as a Bayesian Approximation: Representing Model Uncertainty in Deep Learning,5456,988,2015,"large ""language model"""
302,819167ace2f0caae7745d2f25a803979be5fbfae,https://www.semanticscholar.org/paper/819167ace2f0caae7745d2f25a803979be5fbfae,The Limitations of Deep Learning in Adversarial Settings,2927,405,2015,"large ""language model"""
303,2c03df8b48bf3fa39054345bafabfeff15bfd11d,https://www.semanticscholar.org/paper/2c03df8b48bf3fa39054345bafabfeff15bfd11d,Deep Residual Learning for Image Recognition,115845,25647,2015,"large ""language model"""
304,024006d4c2a89f7acacc6e4438d156525b60a98f,https://www.semanticscholar.org/paper/024006d4c2a89f7acacc6e4438d156525b60a98f,Continuous control with deep reinforcement learning,8032,1859,2015,"large ""language model"""
305,8388f1be26329fa45e5807e968a641ce170ea078,https://www.semanticscholar.org/paper/8388f1be26329fa45e5807e968a641ce170ea078,Unsupervised Representation Learning with Deep Convolutional Generative Adversarial Networks,11022,1711,2015,"large ""language model"""
306,5febee2cc9c9805c0a721d3e57c9f436656f0d53,https://www.semanticscholar.org/paper/5febee2cc9c9805c0a721d3e57c9f436656f0d53,Deep Learning for Medical Image Segmentation,85,2,2015,"large ""language model"""
307,31f9eb39d840821979e5df9f34a6e92dd9c879f2,https://www.semanticscholar.org/paper/31f9eb39d840821979e5df9f34a6e92dd9c879f2,Learning Deep Features for Discriminative Localization,5996,1233,2015,"large ""language model"""
308,3b9732bb07dc99bde5e1f9f75251c6ea5039373e,https://www.semanticscholar.org/paper/3b9732bb07dc99bde5e1f9f75251c6ea5039373e,Deep Reinforcement Learning with Double Q-Learning,4273,843,2015,"large ""language model"""
309,e0e9a94c4a6ba219e768b4e59f72c18f0a22e23d,https://www.semanticscholar.org/paper/e0e9a94c4a6ba219e768b4e59f72c18f0a22e23d,Human-level control through deep reinforcement learning,18535,2955,2015,"large ""language model"""
310,f63e917638553414526a0cc8550de4ad2d83fe7a,https://www.semanticscholar.org/paper/f63e917638553414526a0cc8550de4ad2d83fe7a,Fast and Accurate Deep Network Learning by Exponential Linear Units (ELUs),4151,560,2015,"large ""language model"""
311,94deb62af3054c49e7d80bd7eb3ed5efe990fc0b,https://www.semanticscholar.org/paper/94deb62af3054c49e7d80bd7eb3ed5efe990fc0b,Traffic Flow Prediction With Big Data: A Deep Learning Approach,2132,117,2015,"large ""language model"""
312,f74a35817569f6ef989d650321a277da25073fe4,https://www.semanticscholar.org/paper/f74a35817569f6ef989d650321a277da25073fe4,Predicting the sequence specificities of DNA- and RNA-binding proteins by deep learning,1938,188,2015,"large ""language model"""
313,4dcdae25a5e33682953f0853ee4cf7ca93be58a9,https://www.semanticscholar.org/paper/4dcdae25a5e33682953f0853ee4cf7ca93be58a9,LSUN: Construction of a Large-scale Image Dataset using Deep Learning with Humans in the Loop,1303,297,2015,"large ""language model"""
314,b0c065cd43aa7280e766b5dcbcc7e26abce59330,https://www.semanticscholar.org/paper/b0c065cd43aa7280e766b5dcbcc7e26abce59330,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,10090,1497,2015,"large ""language model"""
315,326bb49d3ae9e1e1551028200916192e50004105,https://www.semanticscholar.org/paper/326bb49d3ae9e1e1551028200916192e50004105,Privacy-preserving deep learning,1526,175,2015,"large ""language model"""
316,e018d3883c82c9f85a4c8b7698c3fe52cc40eb39,https://www.semanticscholar.org/paper/e018d3883c82c9f85a4c8b7698c3fe52cc40eb39,Predicting effects of noncoding variants with deep learning–based sequence model,1395,147,2015,"large ""language model"""
317,4d376d6978dad0374edfa6709c9556b42d3594d3,https://www.semanticscholar.org/paper/4d376d6978dad0374edfa6709c9556b42d3594d3,Batch Normalization: Accelerating Deep Network Training by Reducing Internal Covariate Shift,33229,1868,2015,"large ""language model"""
318,b7cf49e30355633af2db19f35189410c8515e91f,https://www.semanticscholar.org/paper/b7cf49e30355633af2db19f35189410c8515e91f,Deep Learning with Limited Numerical Precision,1644,108,2015,"large ""language model"""
319,7340f090f8a0df5b109682e9f6d57e4b8ca1a2f7,https://www.semanticscholar.org/paper/7340f090f8a0df5b109682e9f6d57e4b8ca1a2f7,Learning Transferable Features with Deep Adaptation Networks,3355,642,2015,"large ""language model"""
320,274e5454e22b8cd73f7110dc42e09b8a84ff5a82,https://www.semanticscholar.org/paper/274e5454e22b8cd73f7110dc42e09b8a84ff5a82,An improved deep learning architecture for person re-identification,1191,134,2015,"large ""language model"""
321,b5f3e5d2912bedbcd9458952d664b08db6aed962,https://www.semanticscholar.org/paper/b5f3e5d2912bedbcd9458952d664b08db6aed962,Accurate Image Super-Resolution Using Very Deep Convolutional Networks,4235,1015,2015,"large ""language model"""
322,4c05d7caa357148f0bbd61720bdd35f0bc05eb81,https://www.semanticscholar.org/paper/4c05d7caa357148f0bbd61720bdd35f0bc05eb81,Dueling Network Architectures for Deep Reinforcement Learning,2415,424,2015,"large ""language model"""
323,1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,https://www.semanticscholar.org/paper/1e4709c0b8fe3bf759cd64dc1ede695d6e5316f0,Deep learning applications and challenges in big data analytics,1578,34,2015,"large ""language model"""
324,44e1ee7a63a01a76371d7070c132361a5ddd54a0,https://www.semanticscholar.org/paper/44e1ee7a63a01a76371d7070c132361a5ddd54a0,Structural-RNN: Deep Learning on Spatio-Temporal Graphs,828,134,2015,"large ""language model"""
325,162ea969d1929ed180cc6de9f0bf116993ff6e06,https://www.semanticscholar.org/paper/162ea969d1929ed180cc6de9f0bf116993ff6e06,Deep Face Recognition,4366,776,2015,"large ""language model"""
326,642d0f49b7826adcf986616f4af77e736229990f,https://www.semanticscholar.org/paper/642d0f49b7826adcf986616f4af77e736229990f,"Deep Compression: Compressing Deep Neural Network with Pruning, Trained Quantization and Huffman Coding",6352,717,2015,"large ""language model"""
327,415229903f91a1f3fc7404f5e5997fde025c221d,https://www.semanticscholar.org/paper/415229903f91a1f3fc7404f5e5997fde025c221d,Deep learning and the information bottleneck principle,963,77,2015,"large ""language model"""
328,cd126c7db89f1a66b17a6ef1152412876f4c0cbe,https://www.semanticscholar.org/paper/cd126c7db89f1a66b17a6ef1152412876f4c0cbe,Saliency detection by multi-context deep learning,810,107,2015,"large ""language model"""
329,67156902beca9bc90b728c8d5dd4ac9d8b27d3a3,https://www.semanticscholar.org/paper/67156902beca9bc90b728c8d5dd4ac9d8b27d3a3,Chainer : a Next-Generation Open Source Framework for Deep Learning,771,76,2015,"large ""language model"""
330,2292300654a2719d0617596b58c36b5d92457514,https://www.semanticscholar.org/paper/2292300654a2719d0617596b58c36b5d92457514,Deep Learning Based Feature Selection for Remote Sensing Scene Classification,504,60,2015,"large ""language model"""
331,01e52e55c5e8c65668f84dc9e2411df0d2c79cb7,https://www.semanticscholar.org/paper/01e52e55c5e8c65668f84dc9e2411df0d2c79cb7,Modelling uncertainty in deep learning for camera relocalization,427,61,2015,"large ""language model"""
332,44229bef9966e65e7b13c2c9fe867afd9dd8b450,https://www.semanticscholar.org/paper/44229bef9966e65e7b13c2c9fe867afd9dd8b450,Deep Learning for Event-Driven Stock Prediction,558,52,2015,"large ""language model"""
333,0cb28924c02aa06e6de0d2315605e8193d9c8d46,https://www.semanticscholar.org/paper/0cb28924c02aa06e6de0d2315605e8193d9c8d46,Deep learning of binary hash codes for fast image retrieval,528,57,2015,"large ""language model"""
334,4ed5d015a1771fc28aadcaea86f63fd7cd0fd146,https://www.semanticscholar.org/paper/4ed5d015a1771fc28aadcaea86f63fd7cd0fd146,DANN: a deep learning approach for annotating the pathogenicity of genetic variants,681,50,2015,"large ""language model"""
335,9844d9bad8d499cf1e6ebcb95744f424e03418db,https://www.semanticscholar.org/paper/9844d9bad8d499cf1e6ebcb95744f424e03418db,A Multi-View Deep Learning Approach for Cross Domain User Modeling in Recommendation Systems,566,45,2015,"large ""language model"""
336,f51762caad82124d92a4d6a9b17e260aa30818de,https://www.semanticscholar.org/paper/f51762caad82124d92a4d6a9b17e260aa30818de,From Facial Parts Responses to Face Detection: A Deep Learning Approach,515,72,2015,"large ""language model"""
337,9d44957fea999363321ae636a1fdc21cd6780ba1,https://www.semanticscholar.org/paper/9d44957fea999363321ae636a1fdc21cd6780ba1,Deep Learning Strong Parts for Pedestrian Detection,453,54,2015,"large ""language model"""
338,83531af06fac06374fd2e362059a850931399e8e,https://www.semanticscholar.org/paper/83531af06fac06374fd2e362059a850931399e8e,A combined deep-learning and deformable-model approach to fully automatic segmentation of the left ventricle in cardiac MRI,476,24,2015,"large ""language model"""
339,12806c298e01083a79db77927530367d85939907,https://www.semanticscholar.org/paper/12806c298e01083a79db77927530367d85939907,An Empirical Evaluation of Deep Learning on Highway Driving,525,16,2015,"large ""language model"""
340,51d132f4af0284a13576891c1d56db5c274a77b1,https://www.semanticscholar.org/paper/51d132f4af0284a13576891c1d56db5c274a77b1,Multimodal deep learning for robust RGB-D object recognition,575,48,2015,"large ""language model"""
341,bfccb2d6e3d9f9b6bd8b14b2d4c6efa36c79341b,https://www.semanticscholar.org/paper/bfccb2d6e3d9f9b6bd8b14b2d4c6efa36c79341b,LSTM-based Deep Learning Models for non-factoid answer selection,408,57,2015,"large ""language model"""
342,6f30ceea11f393beb626d0950b5acfbf50717a84,https://www.semanticscholar.org/paper/6f30ceea11f393beb626d0950b5acfbf50717a84,Deep Learning Backend for Single and Multisession i-Vector Speaker Recognition,47,1,2015,"large ""language model"""
343,3f25e17eb717e5894e0404ea634451332f85d287,https://www.semanticscholar.org/paper/3f25e17eb717e5894e0404ea634451332f85d287,Learning Structured Output Representation using Deep Conditional Generative Models,1924,450,2015,"large ""language model"""
344,524664475292ad6cdbdda3992fe5dc8f036b6ce5,https://www.semanticscholar.org/paper/524664475292ad6cdbdda3992fe5dc8f036b6ce5,Deep Learning for Emotion Recognition on Small Datasets using Transfer Learning,496,20,2015,"large ""language model"""
345,2fd06a73e7970181bfd87fa4d6c340bc99373069,https://www.semanticscholar.org/paper/2fd06a73e7970181bfd87fa4d6c340bc99373069,Modeling Spatial-Temporal Clues in a Hybrid Deep Learning Framework for Video Classification,405,18,2015,"large ""language model"""
346,2d9bc3e1b82e5deef9de69488f51005092d44822,https://www.semanticscholar.org/paper/2d9bc3e1b82e5deef9de69488f51005092d44822,On the Expressive Power of Deep Learning: A Tensor Analysis,401,17,2015,"large ""language model"""
347,c68750fb51415ac937bd06efefe18b46ebfb6f14,https://www.semanticscholar.org/paper/c68750fb51415ac937bd06efefe18b46ebfb6f14,Large-Scale Transportation Network Congestion Evolution Prediction Using Deep Learning Theory,393,15,2015,"large ""language model"""
348,ce76fea215a40b7d538f1aaba4bb35f863764296,https://www.semanticscholar.org/paper/ce76fea215a40b7d538f1aaba4bb35f863764296,Computer-aided classification of lung nodules on computed tomography images via deep learning technique,394,12,2015,"large ""language model"""
349,f33e86970c11f9bb6d0abb60acdc9274d5c3f342,https://www.semanticscholar.org/paper/f33e86970c11f9bb6d0abb60acdc9274d5c3f342,Applying deep learning to answer selection: A study and an open task,353,48,2015,"large ""language model"""
350,08ca35366a4708ead695497c82edf1401d1bbf27,https://www.semanticscholar.org/paper/08ca35366a4708ead695497c82edf1401d1bbf27,A deep learning approach to structured signal recovery,342,42,2015,"large ""language model"""
351,a17bbef16253a0da824d528e5027ce77c986d10b,https://www.semanticscholar.org/paper/a17bbef16253a0da824d528e5027ce77c986d10b,Estimation of effective temperatures in quantum annealers for sampling applications: A case study with possible applications in deep learning,156,10,2015,"large ""language model"""
352,e7839c46c83494c9290ca955998df2f08c4bb6f7,https://www.semanticscholar.org/paper/e7839c46c83494c9290ca955998df2f08c4bb6f7,A deep learning framework for modeling structural features of RNA-binding protein targets,185,6,2015,"large ""language model"""
353,f7100e9fd9b87c7d8cff9fea986254afadb392ea,https://www.semanticscholar.org/paper/f7100e9fd9b87c7d8cff9fea986254afadb392ea,Deep learning for steganalysis via convolutional neural networks,376,33,2015,"large ""language model"""
354,a39bd32c9cbeff1abf6419adc697b584a7f69b78,https://www.semanticscholar.org/paper/a39bd32c9cbeff1abf6419adc697b584a7f69b78,Deep Model Based Transfer and Multi-Task Learning for Biological Image Analysis,152,1,2015,"large ""language model"""
355,45dd7be0cf09bfc8b97522890e3ed703defd9995,https://www.semanticscholar.org/paper/45dd7be0cf09bfc8b97522890e3ed703defd9995,Model Accuracy and Runtime Tradeoff in Distributed Deep Learning: A Systematic Study,144,11,2015,"large ""language model"""
356,285344aec6f64ef06b8df1b68d4bc9b0502d072a,https://www.semanticscholar.org/paper/285344aec6f64ef06b8df1b68d4bc9b0502d072a,"Deep learning is a good steganalysis tool when embedding key is reused for different images, even if there is a cover sourcemismatch",129,11,2015,"large ""language model"""
357,3cd19f8590caf1e3e40f0f14c63e7a352091685d,https://www.semanticscholar.org/paper/3cd19f8590caf1e3e40f0f14c63e7a352091685d,Conditional Deep Learning for energy-efficient and enhanced pattern recognition,114,12,2015,"large ""language model"""
358,4dc2ab5d60dcc2e5a2e0655e5ddcc6b124f03f11,https://www.semanticscholar.org/paper/4dc2ab5d60dcc2e5a2e0655e5ddcc6b124f03f11,Staleness-Aware Async-SGD for Distributed Deep Learning,210,34,2015,"large ""language model"""
359,028b12914811f9dae0536fa2e05df8ff7f8fb96b,https://www.semanticscholar.org/paper/028b12914811f9dae0536fa2e05df8ff7f8fb96b,EmoNets: Multimodal deep learning approaches for emotion recognition in video,351,10,2015,"large ""language model"""
360,444530739f61cd25f8e0204357990861555e86bc,https://www.semanticscholar.org/paper/444530739f61cd25f8e0204357990861555e86bc,"Improving prediction of secondary structure, local backbone angles, and solvent accessible surface area of proteins by iterative deep learning",302,24,2015,"large ""language model"""
361,98e4515a79a726d0b5336997ed0f333101e1d899,https://www.semanticscholar.org/paper/98e4515a79a726d0b5336997ed0f333101e1d899,Gene expression inference with deep learning,308,18,2015,"large ""language model"""
362,9713463f509ee274b95db430397a5bcd1cfe7c5b,https://www.semanticscholar.org/paper/9713463f509ee274b95db430397a5bcd1cfe7c5b,DeepFi: Deep learning for indoor fingerprinting using channel state information,261,22,2015,"large ""language model"""
363,1c3e323d69a41ca914f714e6c1c88ee1e1d9c06a,https://www.semanticscholar.org/paper/1c3e323d69a41ca914f714e6c1c88ee1e1d9c06a,Towards Biologically Plausible Deep Learning,278,24,2015,"large ""language model"""
364,370a5f4b305540f35821d2179c384f95f5a63eee,https://www.semanticscholar.org/paper/370a5f4b305540f35821d2179c384f95f5a63eee,Toward Deep Learning Software Repositories,263,23,2015,"large ""language model"""
365,9cdd742261c9f07887354622f79ade8226d625c7,https://www.semanticscholar.org/paper/9cdd742261c9f07887354622f79ade8226d625c7,DeepEar: robust smartphone audio sensing in unconstrained acoustic environments using deep learning,321,16,2015,"large ""language model"""
366,74a6c2b6408fb1a14664b08c018fefa6aee22dc7,https://www.semanticscholar.org/paper/74a6c2b6408fb1a14664b08c018fefa6aee22dc7,Galileo: Perceiving Physical Object Properties by Integrating a Physics Engine with Deep Learning,311,16,2015,"large ""language model"""
367,510a6ec82a2af8cdee185418c3296cb8e2b9716c,https://www.semanticscholar.org/paper/510a6ec82a2af8cdee185418c3296cb8e2b9716c,8-Bit Approximations for Parallelism in Deep Learning,124,6,2015,"large ""language model"""
368,5cc51fb6ecadc853cb4017a43fb644ad1b852bc1,https://www.semanticscholar.org/paper/5cc51fb6ecadc853cb4017a43fb644ad1b852bc1,Chest pathology detection using deep learning with non-medical training,323,12,2015,"large ""language model"""
369,489bacac4af45eb8a1d28c286f7b8f253d732bda,https://www.semanticscholar.org/paper/489bacac4af45eb8a1d28c286f7b8f253d732bda,Optimizing deep learning hyper-parameters through an evolutionary algorithm,291,13,2015,"large ""language model"""
370,b5c98214f5a03813323bf7dbee376b6ef735e5fe,https://www.semanticscholar.org/paper/b5c98214f5a03813323bf7dbee376b6ef735e5fe,Hands Deep in Deep Learning for Hand Pose Estimation,339,71,2015,"large ""language model"""
371,e4be4ba1d428bc89f63662ae7b0db097fa83d651,https://www.semanticscholar.org/paper/e4be4ba1d428bc89f63662ae7b0db097fa83d651,Deep Learning for Just-in-Time Defect Prediction,258,21,2015,"large ""language model"""
372,294c01931402eb5973866ae01c4ed972a5e067c2,https://www.semanticscholar.org/paper/294c01931402eb5973866ae01c4ed972a5e067c2,"Deep Learning, Sparse Coding, and SVM for Melanoma Recognition in Dermoscopy Images",286,10,2015,"large ""language model"""
373,3f1c9055b60e9b0180d3e8b5d722bb728e51a2a1,https://www.semanticscholar.org/paper/3f1c9055b60e9b0180d3e8b5d722bb728e51a2a1,Deep learning for tactile understanding from visual and haptic data,195,15,2015,"large ""language model"""
374,c55c00a9f13b296a27c71d064639b64ef638bfca,https://www.semanticscholar.org/paper/c55c00a9f13b296a27c71d064639b64ef638bfca,A Deep Learning Network Approach to ab initio Protein Secondary Structure Prediction,253,8,2015,"large ""language model"""
375,5460c1cde49a0d89575f9b4e59d51c06139f436b,https://www.semanticscholar.org/paper/5460c1cde49a0d89575f9b4e59d51c06139f436b,Jet-images — deep learning edition,257,10,2015,"large ""language model"""
376,d1439d14aa81d72a7c406bc1c228beeead1fd9bc,https://www.semanticscholar.org/paper/d1439d14aa81d72a7c406bc1c228beeead1fd9bc,Deep learning with non-medical training used for chest pathology identification,281,7,2015,"large ""language model"""
377,a3b240a36d02ceb21b733175e4108aa5b5038ef2,https://www.semanticscholar.org/paper/a3b240a36d02ceb21b733175e4108aa5b5038ef2,Deep Learning with S-Shaped Rectified Linear Activation Units,183,13,2015,"large ""language model"""
378,6c20cd584e7258056840eb88437d69731000bb0f,https://www.semanticscholar.org/paper/6c20cd584e7258056840eb88437d69731000bb0f,Can Deep Learning Revolutionize Mobile Sensing?,250,6,2015,"large ""language model"""
379,a3cbdf7f87205b1808f62ae6676e2bbfa7847dde,https://www.semanticscholar.org/paper/a3cbdf7f87205b1808f62ae6676e2bbfa7847dde,When Face Recognition Meets with Deep Learning: An Evaluation of Convolutional Neural Networks for Face Recognition,239,10,2015,"large ""language model"""
380,107a989de2899e09ec233e1038c9842b3aa5d61f,https://www.semanticscholar.org/paper/107a989de2899e09ec233e1038c9842b3aa5d61f,Computer network traffic prediction: a comparison between traditional and deep learning neural networks,83,2,2015,"large ""language model"""
381,849c9a0b3c76c7e65e3e5f0bdfd56921731ea043,https://www.semanticscholar.org/paper/849c9a0b3c76c7e65e3e5f0bdfd56921731ea043,Deep Learning for Acoustic Modeling in Parametric Speech Generation: A systematic review of existing techniques and future trends,231,11,2015,"large ""language model"""
382,3035a27c837f4e7a32766b4f6cd7ba214bfa43d2,https://www.semanticscholar.org/paper/3035a27c837f4e7a32766b4f6cd7ba214bfa43d2,On the importance of normalisation layers in deep learning with piecewise linear activation units,53,6,2015,"large ""language model"""
383,1ee994169b79cb536f98552c6ff8bdfce3bd900f,https://www.semanticscholar.org/paper/1ee994169b79cb536f98552c6ff8bdfce3bd900f,Cost-Aware Pre-Training for Multiclass Cost-Sensitive Deep Learning,60,6,2015,"large ""language model"""
384,86da68568ad3c22154f56f4f821ba7954109c11c,https://www.semanticscholar.org/paper/86da68568ad3c22154f56f4f821ba7954109c11c,Pushing the Boundaries of Boundary Detection using Deep Learning,199,20,2015,"large ""language model"""
385,6a61b4967c161347525abc3ab5dba590c0cd99ca,https://www.semanticscholar.org/paper/6a61b4967c161347525abc3ab5dba590c0cd99ca,Analysis of function of rectified linear unit used in deep learning,211,8,2015,"large ""language model"""
386,18c9b468a8e3ac416a81ea7e83e0629a8af04b0c,https://www.semanticscholar.org/paper/18c9b468a8e3ac416a81ea7e83e0629a8af04b0c,Multiview Deep Learning for Land-Use Classification,218,10,2015,"large ""language model"""
387,bf76be8df2f2bc56edac98a5d0dfc19c85882eaa,https://www.semanticscholar.org/paper/bf76be8df2f2bc56edac98a5d0dfc19c85882eaa,Structured Transforms for Small-Footprint Deep Learning,200,14,2015,"large ""language model"""
388,fe92735c0b3887ffe5eeb3066436f33f6913d3cd,https://www.semanticscholar.org/paper/fe92735c0b3887ffe5eeb3066436f33f6913d3cd,Deep Learning for Surface Material Classification Using Haptic and Visual Information,68,3,2015,"large ""language model"""
389,603591b93184eecc483049d2330411f942ab6ff4,https://www.semanticscholar.org/paper/603591b93184eecc483049d2330411f942ab6ff4,Automated Mass Detection in Mammograms Using Cascaded Deep Learning and Random Forests,187,7,2015,"large ""language model"""
390,1f61bf429765200d384e3c7ad78e0c6b820003ec,https://www.semanticscholar.org/paper/1f61bf429765200d384e3c7ad78e0c6b820003ec,DeepSign: Deep learning for automatic malware signature generation and classification,179,10,2015,"large ""language model"""
391,a21de9f6408b333d917f7a8b2585230ed8b6c57a,https://www.semanticscholar.org/paper/a21de9f6408b333d917f7a8b2585230ed8b6c57a,How much data is needed to train a medical image deep learning system to achieve necessary high accuracy,235,4,2015,"large ""language model"""
392,85eb54db4ea19f8ac260e59ce57fd860890492a1,https://www.semanticscholar.org/paper/85eb54db4ea19f8ac260e59ce57fd860890492a1,Last Words: Computational Linguistics and Deep Learning,177,14,2015,"large ""language model"""
393,c76559037bdafef208da9e3fc38eb68a08cdfa2f,https://www.semanticscholar.org/paper/c76559037bdafef208da9e3fc38eb68a08cdfa2f,"An Early Resource Characterization of Deep Learning on Wearables, Smartphones and Internet-of-Things Devices",193,6,2015,"large ""language model"""
394,72808bcd6e05de33261fc27bcafdb4d1855daf24,https://www.semanticscholar.org/paper/72808bcd6e05de33261fc27bcafdb4d1855daf24,Blind Image Quality Assessment via Deep Learning,327,12,2015,"large ""language model"""
395,45baf042f5184d856b04040f14dd8e04aa7c11f6,https://www.semanticscholar.org/paper/45baf042f5184d856b04040f14dd8e04aa7c11f6,A Hybrid Malicious Code Detection Method based on Deep Learning,175,10,2015,"large ""language model"""
396,a850b1dcc10f413918d4d6810980031851d8c4dc,https://www.semanticscholar.org/paper/a850b1dcc10f413918d4d6810980031851d8c4dc,Fuzzy Restricted Boltzmann Machine for the Enhancement of Deep Learning,167,10,2015,"large ""language model"""
397,418eac06835f9b88c004a35ec093b654d8d6c907,https://www.semanticscholar.org/paper/418eac06835f9b88c004a35ec093b654d8d6c907,De novo identification of replication-timing domains in the human genome by deep learning,43,3,2015,"large ""language model"""
398,540d3197d6b100e9ddec0706b90cb37e13742774,https://www.semanticscholar.org/paper/540d3197d6b100e9ddec0706b90cb37e13742774,Comparative Study of Deep Learning Software Frameworks,142,11,2015,"large ""language model"""
399,7d5bc454ba9335ce488adeead662d782a8c55f04,https://www.semanticscholar.org/paper/7d5bc454ba9335ce488adeead662d782a8c55f04,Deep learning helicopter dynamics models,137,8,2015,"large ""language model"""
400,d997beefc0922d97202789d2ac307c55c2c52fba,https://www.semanticscholar.org/paper/d997beefc0922d97202789d2ac307c55c2c52fba,PointNet: Deep Learning on Point Sets for 3D Classification and Segmentation,7741,2268,2016,"large ""language model"""
401,5b6ec746d309b165f9f9def873a2375b6fb40f3d,https://www.semanticscholar.org/paper/5b6ec746d309b165f9f9def873a2375b6fb40f3d,Xception: Deep Learning with Depthwise Separable Convolutions,8298,1426,2016,"large ""language model"""
402,5c45a5d05ac564adb67811eeb9d41d6460c70135,https://www.semanticscholar.org/paper/5c45a5d05ac564adb67811eeb9d41d6460c70135,Development and Validation of a Deep Learning Algorithm for Detection of Diabetic Retinopathy in Retinal Fundus Photographs.,4199,120,2016,"large ""language model"""
403,54ddb00fa691728944fd8becea90a373d21597cf,https://www.semanticscholar.org/paper/54ddb00fa691728944fd8becea90a373d21597cf,Understanding deep learning requires rethinking generalization,3857,355,2016,"large ""language model"""
404,e9a986c8ff6c2f381d026fe014f6aaa865f34da7,https://www.semanticscholar.org/paper/e9a986c8ff6c2f381d026fe014f6aaa865f34da7,Deep Learning with Differential Privacy,3160,742,2016,"large ""language model"""
405,0e779fd59353a7f1f5b559b9d65fa4bfe367890c,https://www.semanticscholar.org/paper/0e779fd59353a7f1f5b559b9d65fa4bfe367890c,Geometric Deep Learning: Going beyond Euclidean data,2283,137,2016,"large ""language model"""
406,657fbf29ea0b4904a3e98d1556f9acf38dddae5f,https://www.semanticscholar.org/paper/657fbf29ea0b4904a3e98d1556f9acf38dddae5f,Wide & Deep Learning for Recommender Systems,2306,339,2016,"large ""language model"""
407,d1dbf643447405984eeef098b1b320dee0b3b8a7,https://www.semanticscholar.org/paper/d1dbf643447405984eeef098b1b320dee0b3b8a7,Communication-Efficient Learning of Deep Networks from Decentralized Data,6040,1786,2016,"large ""language model"""
408,8ec5896b4490c6e127d1718ffc36a3439d84cb81,https://www.semanticscholar.org/paper/8ec5896b4490c6e127d1718ffc36a3439d84cb81,On Large-Batch Training for Deep Learning: Generalization Gap and Sharp Minima,1968,198,2016,"large ""language model"""
409,4f8d648c52edf74e41b0996128aa536e13cc7e82,https://www.semanticscholar.org/paper/4f8d648c52edf74e41b0996128aa536e13cc7e82,Deep Learning,3336,137,2016,"large ""language model"""
410,0c00a328fa7cd56ee60338c54e89bd48310db80b,https://www.semanticscholar.org/paper/0c00a328fa7cd56ee60338c54e89bd48310db80b,Beyond a Gaussian Denoiser: Residual Learning of Deep CNN for Image Denoising,4366,876,2016,"large ""language model"""
411,b0e6fd0c22865fa8ca7a02d18681087052c9f6c5,https://www.semanticscholar.org/paper/b0e6fd0c22865fa8ca7a02d18681087052c9f6c5,A Survey on Bayesian Deep Learning,83,2,2016,"large ""language model"""
412,69e76e16740ed69f4dc55361a3d319ac2f1293dd,https://www.semanticscholar.org/paper/69e76e16740ed69f4dc55361a3d319ac2f1293dd,Asynchronous Methods for Deep Reinforcement Learning,6099,1169,2016,"large ""language model"""
413,494e2d5b40dcebde349f9872c7317e5003f9c5d2,https://www.semanticscholar.org/paper/494e2d5b40dcebde349f9872c7317e5003f9c5d2,Learning hand-eye coordination for robotic grasping with deep learning and large-scale data collection,1589,91,2016,"large ""language model"""
414,f09f7888aa5aeaf88a2a44aea768d9a8747e97d2,https://www.semanticscholar.org/paper/f09f7888aa5aeaf88a2a44aea768d9a8747e97d2,Geometric Deep Learning on Graphs and Manifolds Using Mixture Model CNNs,1357,145,2016,"large ""language model"""
